,Ano,#,Especialidade,Local,Numero_Ordem
297,2016,298.0,Pneumologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",298.0
298,2016,299.0,Otorrinolaringologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",299.0
299,2016,300.0,Anestesiologia,"Unidade Local de Saúde de Matosinhos, E.P.E.",300.0
300,2016,301.0,Urologia,"Hospital Garcia de Orta, E.P.E.",301.0
301,2016,302.0,Endocrinologia/Nutrição,"Centro Hospitalar do Porto, E.P.E.",302.0
302,2016,303.0,Psiquiatria,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",303.0
303,2016,304.0,Pneumologia,Hospital de Braga,304.0
304,2016,305.0,Pediatria,"Centro Hospitalar de Lisboa Norte, E.P.E.",305.0
305,2016,306.0,Nefrologia,"Hospital Garcia de Orta, E.P.E.",306.0
306,2016,307.0,Neurorradiologia,"Centro Hospitalar Lisboa Central, E.P.E.",307.0
307,2016,308.0,Otorrinolaringologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",308.0
308,2016,309.0,Medicina Geral Familiar,ACES Dão Lafões - USF Lusitana,309.0
309,2016,310.0,Medicina Interna,"Centro Hospitalar do Porto, E.P.E.",310.0
310,2016,311.0,Hematologia Clínica,"Centro Hospitalar de Lisboa Norte, E.P.E.",311.0
311,2016,312.0,Ginecologia/Obstetricia,"Centro Hospitalar Barreiro Montijo, E.P.E.",312.0
312,2016,313.0,Nefrologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",313.0
313,2016,314.0,Ginecologia/Obstetricia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",314.0
314,2016,315.0,Endocrinologia/Nutrição,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",315.0
315,2016,316.0,Medicina Interna,"Centro Hospitalar do Algarve, E.P.E.",316.0
316,2016,317.0,Cirurgia Geral,"Centro Hospitalar de Entre-Douro e Vouga, E.P.E.",317.0
317,2016,318.0,Nefrologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",318.0
318,2016,319.0,Neurologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",319.0
319,2016,320.0,Medicina Física Reabilitação,"Unidade Local de Saúde de Matosinhos, E.P.E.",320.0
320,2016,321.0,Otorrinolaringologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",321.0
321,2016,322.0,Endocrinologia/Nutrição,"Centro Hospitalar do Baixo Vouga, E.P.E.",322.0
322,2016,323.0,Pediatria,"Hospital Garcia de Orta, E.P.E.",323.0
323,2016,324.0,Nefrologia,Hospital Central do Funchal,324.0
324,2016,325.0,Otorrinolaringologia,"Centro Hospitalar Lisboa Central, E.P.E.",325.0
325,2016,326.0,Neurorradiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",326.0
326,2016,327.0,Medicina Interna,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",327.0
327,2016,328.0,Pneumologia,"Centro Hospitalar de São João, E.P.E.",328.0
328,2016,329.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",329.0
329,2016,330.0,Ginecologia/Obstetricia,"Centro Hospitalar de São João, E.P.E.",330.0
330,2016,331.0,Otorrinolaringologia,"Hospital Garcia de Orta, E.P.E.",331.0
331,2016,332.0,Oncologia Médica,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",332.0
332,2016,333.0,Ginecologia/Obstetricia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",333.0
333,2016,334.0,Ortopedia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",334.0
334,2016,335.0,Pneumologia,Hospital Beatriz Ângelo,335.0
335,2016,336.0,Ortopedia,"Hospital Distrital Figueira da Foz, E.P.E.",336.0
336,2016,337.0,Ortopedia,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",337.0
337,2016,338.0,Neurologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",338.0
338,2016,339.0,Pneumologia,"Centro Hospitalar de São João, E.P.E.",339.0
339,2016,340.0,Ortopedia,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",340.0
340,2016,341.0,Pediatria,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",341.0
341,2016,342.0,Cirurgia MaxiloFacial,"Centro Hospitalar Lisboa Central, E.P.E.",342.0
342,2016,343.0,Cirurgia Geral,"Hospital Garcia de Orta, E.P.E.",343.0
343,2016,344.0,Ortopedia,"Centro Hospitalar de São João, E.P.E.",344.0
344,2016,345.0,Ortopedia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",345.0
345,2016,346.0,Ortopedia,"Hospital Garcia de Orta, E.P.E.",346.0
346,2016,347.0,Otorrinolaringologia,Hospital da CUF Infante Santo,347.0
347,2016,348.0,Ortopedia,"Centro Hospitalar de Lisboa Norte, E.P.E.",348.0
348,2016,349.0,Ortopedia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",349.0
349,2016,350.0,Otorrinolaringologia,"Hospital Espírito Santo de Évora, E.P.E.",350.0
350,2016,351.0,Medicina Nuclear,Hospital da Luz,351.0
351,2016,352.0,Radiologia,Hospital Beatriz Ângelo,352.0
352,2016,353.0,Nefrologia,Hospital Beatriz Ângelo,353.0
353,2016,354.0,Hematologia Clínica,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",354.0
354,2016,355.0,Ginecologia/Obstetricia,Hospital de Braga,355.0
355,2016,356.0,Reumatologia,"Centro Hospitalar do Baixo Vouga, E.P.E.",356.0
356,2016,357.0,Hematologia Clínica,"Centro Hospitalar de Lisboa Norte, E.P.E.",357.0
357,2016,358.0,Psiquiatria,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",358.0
358,2016,359.0,Pneumologia,"Centro Hospitalar do Porto, E.P.E.",359.0
359,2016,360.0,Medicina Geral Familiar,ACES Grande Porto VIII - Espinho/Gaia - USF Canelas,360.0
360,2016,361.0,Ortopedia,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",361.0
361,2016,362.0,Pediatria,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",362.0
362,2016,363.0,Cirurgia Geral,Hospital Beatriz Ângelo,363.0
363,2016,364.0,Hematologia Clínica,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",364.0
364,2016,365.0,Medicina Geral Familiar,ACES Grande Porto II - Gondomar - USF Fânzeres,365.0
365,2016,366.0,Cirurgia Cardíaca,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",366.0
366,2016,367.0,Medicina Geral Familiar,ACES Grande Porto V - Porto Ocidental - USF Bom Porto,367.0
367,2016,368.0,Oncologia Médica,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",368.0
368,2016,369.0,Ortopedia,"Centro Hospitalar do Alto Ave, E.P.E.",369.0
369,2016,370.0,Anestesiologia,"Hospital Espírito Santo de Évora, E.P.E.",370.0
370,2016,371.0,Anestesiologia,Hospital de Braga,371.0
371,2016,372.0,Ginecologia/Obstetricia,"Unidade Local de Saúde do Alto Minho, E.P.E.",372.0
372,2016,373.0,Cirurgia MaxiloFacial,"Centro Hospitalar de São João, E.P.E.",373.0
373,2016,374.0,Radiologia,"Centro Hospitalar Lisboa Central, E.P.E.",374.0
374,2016,375.0,Medicina Geral Familiar,ACES Baixo Mondego - USF Topazio,375.0
375,2016,376.0,Cirurgia Geral,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",376.0
376,2016,377.0,Ginecologia/Obstetricia,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",377.0
377,2016,378.0,Radiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",378.0
378,2016,379.0,Radiologia,"Centro Hospitalar Lisboa Central, E.P.E.",379.0
379,2016,380.0,Ortopedia,"Unidade Local de Saúde do Alto Minho, E.P.E.",380.0
380,2016,381.0,Anatomia Patológica,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",381.0
381,2016,382.0,Radiologia,"Centro Hospitalar Lisboa Central, E.P.E.",382.0
382,2016,383.0,Cirurgia MaxiloFacial,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",383.0
383,2016,384.0,Medicina Interna,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",384.0
384,2016,385.0,Reumatologia,Hospital Central do Funchal,385.0
385,2016,386.0,Pediatria,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",386.0
386,2016,387.0,Oncologia Médica,Hospital de Braga,387.0
387,2016,388.0,Neurologia,"Centro Hospitalar Lisboa Central, E.P.E.",388.0
388,2016,389.0,Ginecologia/Obstetricia,"Centro Hospitalar de Setúbal, E.P.E.",389.0
389,2016,390.0,Psiquiatria,"Hospital de Magalhães Lemos, E.P.E.",390.0
390,2016,391.0,Neurorradiologia,Hospital de Braga,391.0
391,2016,392.0,Medicina Interna,"Centro Hospitalar de São João, E.P.E.",392.0
392,2016,393.0,Anestesiologia,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",393.0
393,2016,394.0,Doenças Infecciosas,"Centro Hospitalar de São João, E.P.E.",394.0
394,2016,395.0,Cirurgia Cardíaca,"Centro Hospitalar de Lisboa Norte, E.P.E.",395.0
395,2016,396.0,Anestesiologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",396.0
396,2016,397.0,Psiquiatria,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",397.0
397,2016,398.0,Ortopedia,"Centro Hospitalar de Lisboa Norte, E.P.E.",398.0
398,2016,399.0,Oncologia Médica,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",399.0
399,2016,400.0,Neurologia,"Hospital Garcia de Orta, E.P.E.",400.0
400,2016,401.0,Reumatologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",401.0
401,2016,402.0,Pneumologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",402.0
402,2016,403.0,Medicina Interna,"Centro Hospitalar de São João, E.P.E.",403.0
403,2016,404.0,Anestesiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",404.0
404,2016,405.0,Ginecologia/Obstetricia,"Centro Hospitalar do Alto Ave, E.P.E.",405.0
405,2016,406.0,Anestesiologia,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",406.0
406,2016,407.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",407.0
407,2016,408.0,Pediatria,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",408.0
408,2016,409.0,Neurocirurgia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",409.0
409,2016,410.0,Psiquiatria Infância e Adolescência,"Centro Hospitalar Lisboa Central, E.P.E.",410.0
410,2016,411.0,Hematologia Clínica,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",411.0
411,2016,412.0,Medicina Geral Familiar,ACES Grande Porto V - Porto Ocidental - USF Bom Porto,412.0
412,2016,413.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",413.0
413,2016,414.0,Anestesiologia,"Unidade Local de Saúde de Matosinhos, E.P.E.",414.0
414,2016,415.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",415.0
415,2016,416.0,Psiquiatria Infância e Adolescência,"Centro Hospitalar Lisboa Central, E.P.E.",416.0
416,2016,417.0,Ortopedia,"Centro Hospitalar de Entre-Douro e Vouga, E.P.E.",417.0
417,2016,418.0,Neurocirurgia,"Centro Hospitalar Lisboa Central, E.P.E.",418.0
418,2016,419.0,Anestesiologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",419.0
419,2016,420.0,Saúde Pública,ACES Amadora,420.0
420,2016,421.0,Cirurgia Geral,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",421.0
421,2016,422.0,Anestesiologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",422.0
422,2016,423.0,Cardiologia Pediátrica,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",423.0
423,2016,424.0,Medicina Interna,"Centro Hospitalar de São João, E.P.E.",424.0
424,2016,425.0,Ortopedia,"Centro Hospitalar de Setúbal, E.P.E.",425.0
425,2016,426.0,Nefrologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",426.0
426,2016,427.0,Pediatria,HPP Hospital de Cascais,427.0
427,2016,428.0,Medicina Interna,"Centro Hospitalar do Porto, E.P.E.",428.0
428,2016,429.0,Anestesiologia,Hospital de Braga,429.0
429,2016,430.0,Medicina Geral Familiar,"ULS Alto Minho, E.P.E. - USF Lethes",430.0
430,2016,431.0,Doenças Infecciosas,"Centro Hospitalar de São João, E.P.E.",431.0
431,2016,432.0,Ortopedia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",432.0
432,2016,433.0,Radiologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",433.0
433,2016,434.0,Neurologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",434.0
434,2016,435.0,Reumatologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",435.0
435,2016,436.0,Ortopedia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",436.0
436,2016,437.0,Anestesiologia,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",437.0
437,2016,438.0,Medicina Geral Familiar,ACES Cávado I - Braga - USF Gualtar,438.0
438,2016,439.0,Medicina Geral Familiar,ACES Alto Ave - Guimarães/Vizela/Terras de Basto - USF Ronfe,439.0
439,2016,440.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",440.0
440,2016,441.0,Anestesiologia,Hospital Central do Funchal,441.0
441,2016,442.0,Medicina Geral Familiar,ACES Grande Porto III - Maia/Valongo - USF Valongo,442.0
442,2016,443.0,Anestesiologia,"Unidade Local de Saúde de Matosinhos, E.P.E.",443.0
443,2016,444.0,Cirurgia Geral,"Unidade Local de Saúde de Matosinhos, E.P.E.",444.0
444,2016,445.0,Radiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",445.0
445,2016,446.0,Medicina Física Reabilitação,Hospital Misericórdia Arouca,446.0
446,2016,447.0,Medicina Geral Familiar,ACES Grande Porto III - Maia/Valongo - USF Valongo,447.0
447,2016,448.0,Ortopedia,"Centro Hospitalar do Baixo Vouga, E.P.E.",448.0
448,2016,449.0,Ortopedia,"Centro Hospitalar do Baixo Vouga, E.P.E.",449.0
449,2016,450.0,Cirurgia Geral,Hospital de Braga,450.0
450,2016,451.0,Endocrinologia/Nutrição,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",451.0
451,2016,452.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",452.0
452,2016,453.0,Pneumologia,"Unidade Local de Saúde de Matosinhos, E.P.E.",453.0
453,2016,454.0,Medicina Geral Familiar,ACES Grande Porto V - Porto Ocidental - USF Garcia de Orta,454.0
454,2016,455.0,Ortopedia,"Unidade Local de Saúde do Nordeste, E.P.E.",455.0
455,2016,456.0,Medicina Interna,"Unidade Local de Saúde de Matosinhos, E.P.E.",456.0
456,2016,457.0,Ortopedia,"Centro Hospitalar de Setúbal, E.P.E.",457.0
457,2016,458.0,Medicina Interna,"Centro Hospitalar de Setúbal, E.P.E.",458.0
458,2016,459.0,Pediatria,"Centro Hospitalar Lisboa Central, E.P.E.",459.0
459,2016,460.0,Medicina Intensiva,"Unidade Local de Saúde da Guarda, E.P.E.",460.0
460,2016,461.0,Endocrinologia/Nutrição,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",461.0
461,2016,462.0,Medicina Intensiva,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",462.0
462,2016,463.0,Pneumologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",463.0
463,2016,464.0,Ortopedia,Centro Hospitalar do Oeste,464.0
464,2016,465.0,Angiologia e Cirurgia Vascular,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",465.0
465,2016,466.0,Neurorradiologia,Hospital Central do Funchal,466.0
466,2016,467.0,Anestesiologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",467.0
467,2016,468.0,Ginecologia/Obstetricia,"Hospital Distrital de Santarém, E.P.E.",468.0
468,2016,469.0,Ginecologia/Obstetricia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",469.0
469,2016,470.0,Cirurgia Geral,"Centro Hospitalar de Entre-Douro e Vouga, E.P.E.",470.0
470,2016,471.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",471.0
471,2016,472.0,Pediatria,"Centro Hospitalar de Lisboa Norte, E.P.E.",472.0
472,2016,473.0,Psiquiatria,Centro Hospitalar Psiquiátrico de Lisboa,473.0
473,2016,474.0,Cirurgia Geral,"Centro Hospitalar Lisboa Central, E.P.E.",474.0
474,2016,475.0,Medicina Intensiva,"Centro Hospitalar de São João, E.P.E.",475.0
475,2016,476.0,Medicina Intensiva,"Centro Hospitalar de São João, E.P.E.",476.0
476,2016,477.0,Medicina Interna,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",477.0
477,2016,478.0,Pediatria,"Centro Hospitalar de Lisboa Norte, E.P.E.",478.0
478,2016,479.0,Medicina Geral Familiar,"ULS Alto Minho, E.P.E. - USF Gil Eanes",479.0
479,2016,480.0,Medicina Física Reabilitação,"Centro Hospitalar de São João, E.P.E.",480.0
480,2016,481.0,Radiologia,"Centro Hospitalar do Algarve, E.P.E.",481.0
481,2016,482.0,Nefrologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",482.0
482,2016,483.0,Medicina Geral Familiar,ACES Alto Ave - Guimarães/Vizela/Terras de Basto - USF Ronfe,483.0
483,2016,484.0,Ginecologia/Obstetricia,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",484.0
484,2016,485.0,Ortopedia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",485.0
485,2016,486.0,Anestesiologia,Hospital de Braga,486.0
486,2016,487.0,Neurologia,"Centro Hospitalar de Setúbal, E.P.E.",487.0
487,2016,488.0,Cirurgia Geral,"Centro Hospitalar de São João, E.P.E.",488.0
488,2016,489.0,Medicina Geral Familiar,ACES Tâmega III - Vale do Sousa Norte - USF Freamunde,489.0
489,2016,490.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",490.0
490,2016,491.0,Ortopedia,"Centro Hospitalar de Leiria, E.P.E.",491.0
491,2016,492.0,Neurologia,Hospital Beatriz Ângelo,492.0
492,2016,493.0,Medicina Intensiva,"Centro Hospitalar do Porto, E.P.E.",493.0
493,2016,494.0,Radiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",494.0
494,2016,495.0,Anestesiologia,"Centro Hospitalar de Entre-Douro e Vouga, E.P.E.",495.0
495,2016,496.0,Cirurgia Geral,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",496.0
496,2016,497.0,Medicina Geral Familiar,ACES Cávado I - Braga - USF Maxi Saúde,497.0
497,2016,498.0,Anestesiologia,"Centro Hospitalar do Baixo Vouga, E.P.E.",498.0
498,2016,499.0,Neurocirurgia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",499.0
499,2016,500.0,Psiquiatria,Hospital de Braga,500.0
500,2016,501.0,Pediatria,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",501.0
501,2016,502.0,Neurologia,"Centro Hospitalar Lisboa Central, E.P.E.",502.0
502,2016,503.0,Psiquiatria,"Centro Hospitalar de São João, E.P.E.",503.0
503,2016,504.0,Oncologia Médica,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",504.0
504,2016,505.0,Oncologia Médica,Hospital da Luz,505.0
505,2016,506.0,Pneumologia,Hospital Central do Funchal,506.0
506,2016,507.0,Psiquiatria,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",507.0
507,2016,508.0,Ginecologia/Obstetricia,"Centro Hospitalar do Algarve, E.P.E.",508.0
508,2016,509.0,Endocrinologia/Nutrição,"Centro Hospitalar de Lisboa Norte, E.P.E.",509.0
509,2016,510.0,Pneumologia,"Centro Hospitalar do Baixo Vouga, E.P.E.",510.0
510,2016,511.0,Medicina Geral Familiar,ACES Loures/ Odivelas - USF Magnólia,511.0
511,2016,512.0,Nefrologia,"Centro Hospitalar de Setúbal, E.P.E.",512.0
512,2016,513.0,Cirurgia Geral,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",513.0
513,2016,514.0,Anestesiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",514.0
514,2016,515.0,Anestesiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",515.0
515,2016,516.0,Oncologia Médica,"Centro Hospitalar de Lisboa Norte, E.P.E.",516.0
516,2016,517.0,Pediatria,"Centro Hospitalar de Lisboa Norte, E.P.E.",517.0
517,2016,518.0,Medicina Interna,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",518.0
518,2016,519.0,Anestesiologia,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",519.0
519,2016,520.0,Oncologia Médica,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",520.0
520,2016,521.0,Pneumologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",521.0
521,2016,522.0,Medicina Interna,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",522.0
522,2016,523.0,Medicina Geral Familiar,ACES Grande Porto III - Maia/Valongo - USF Valongo,523.0
523,2016,524.0,Ortopedia,"Centro Hospitalar de Leiria, E.P.E.",524.0
524,2016,525.0,Ortopedia,"Centro Hospitalar do Médio Tejo, E.P.E.",525.0
525,2016,526.0,Medicina Geral Familiar,ACES Grande Porto IV - Póvoa de Varzim/Vila do Conde - USF Mar,526.0
526,2016,527.0,Anestesiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",527.0
527,2016,528.0,Medicina Intensiva,"Centro Hospitalar do Porto, E.P.E.",528.0
528,2016,529.0,Anestesiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",529.0
529,2016,530.0,Cirurgia Geral,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",530.0
530,2016,531.0,Pediatria,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",531.0
531,2016,532.0,Cirurgia Geral,"Centro Hospitalar de São João, E.P.E.",532.0
532,2016,533.0,Psiquiatria,"Hospital de Magalhães Lemos, E.P.E.",533.0
533,2016,534.0,Ortopedia,"Centro Hospitalar da Cova da Beira, E.P.E.",534.0
534,2016,535.0,Psiquiatria,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",535.0
535,2016,536.0,Medicina Geral Familiar,ACES Grande Porto VII - Gaia - USF Arco do Prado,536.0
536,2016,537.0,Ortopedia,"Hospital Espírito Santo de Évora, E.P.E.",537.0
537,2016,538.0,Psiquiatria,"Hospital Distrital de Santarém, E.P.E.",538.0
538,2016,539.0,Pneumologia,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",539.0
539,2016,540.0,Psiquiatria,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",540.0
540,2016,541.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",541.0
541,2016,542.0,Anestesiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",542.0
542,2016,543.0,Anestesiologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",543.0
543,2016,544.0,Anestesiologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",544.0
544,2016,545.0,Psiquiatria,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",545.0
545,2016,546.0,Medicina Física Reabilitação,"Centro Hospitalar de Entre-Douro e Vouga, E.P.E.",546.0
546,2016,547.0,Pneumologia,"Centro Hospitalar Lisboa Central, E.P.E.",547.0
547,2016,548.0,Neurocirurgia,"Hospital Garcia de Orta, E.P.E.",548.0
548,2016,549.0,Anestesiologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",549.0
549,2016,550.0,Medicina Geral Familiar,ACES Baixo Mondego - USF Fernando Namora - Condeixa,550.0
550,2016,551.0,Anestesiologia,"Centro Hospitalar de Leiria, E.P.E.",551.0
551,2016,552.0,Medicina Intensiva,Hospital de Braga,552.0
552,2016,553.0,Neurocirurgia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",553.0
553,2016,554.0,Radiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",554.0
554,2016,555.0,Psiquiatria,"Hospital Garcia de Orta, E.P.E.",555.0
